store_id,run_date,recommended_order_qty,expected_cost,stockout_probability,service_level_target,drivers_json
198,2026-08-28,240.0,1308.1648064598753,0.0494,0.95,"{""demand_change_pct"": -27.1, ""starting_inventory"": 3402.0, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.35, ""unit_price_proxy"": 8.23, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.1, ""review_period_days"": 7}"
209,2026-08-28,5420.0,33909.64991968886,0.0486,0.95,"{""demand_change_pct"": -9.2, ""starting_inventory"": 3671.6, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.24, ""unit_price_proxy"": 9.61, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.8, ""review_period_days"": 7}"
212,2026-08-28,800.0,5402.55166588225,0.0478,0.95,"{""demand_change_pct"": -28.6, ""starting_inventory"": 4231.2, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.7, ""unit_price_proxy"": 10.31, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.9, ""review_period_days"": 7}"
216,2026-08-28,2540.0,13336.381623082027,0.049,0.95,"{""demand_change_pct"": -32.5, ""starting_inventory"": 7073.4, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.23, ""unit_price_proxy"": 8.05, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 9.3, ""review_period_days"": 7}"
231,2026-08-28,2590.0,20174.99616763846,0.0496,0.95,"{""demand_change_pct"": -23.8, ""starting_inventory"": 2741.3, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 7.77, ""unit_price_proxy"": 11.96, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.0, ""review_period_days"": 7}"
259,2026-08-28,12910.0,41045.27215336564,0.0486,0.95,"{""demand_change_pct"": -5.5, ""starting_inventory"": 19573.3, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 3.17, ""unit_price_proxy"": 4.88, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.7, ""review_period_days"": 7}"
262,2026-08-28,14980.0,59038.791845438805,0.0492,0.95,"{""demand_change_pct"": -9.0, ""starting_inventory"": 25008.5, ""incoming_inventory"": 0.0, ""horizon_days"": 12, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 3.94, ""unit_price_proxy"": 6.06, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.9, ""review_period_days"": 7}"
274,2026-08-28,10570.0,27791.217206242556,0.05,0.95,"{""demand_change_pct"": -3.0, ""starting_inventory"": 10572.8, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.62, ""unit_price_proxy"": 4.04, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.4, ""review_period_days"": 7}"
287,2026-08-28,0.0,3.885040372189131,0.0008,0.95,"{""demand_change_pct"": -23.6, ""starting_inventory"": 10558.2, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.1, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.44, ""unit_price_proxy"": 9.9, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.8, ""review_period_days"": 7}"
289,2026-08-28,1920.0,14160.235358509488,0.0448,0.95,"{""demand_change_pct"": -27.3, ""starting_inventory"": 3463.5, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.5, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 7.36, ""unit_price_proxy"": 11.32, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.1, ""review_period_days"": 7}"
299,2026-08-28,9940.0,58980.24509167608,0.0486,0.95,"{""demand_change_pct"": -6.9, ""starting_inventory"": 4355.1, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.93, ""unit_price_proxy"": 9.12, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.2, ""review_period_days"": 7}"
335,2026-08-28,920.0,3332.562077303185,0.0492,0.95,"{""demand_change_pct"": -12.2, ""starting_inventory"": 24332.5, ""incoming_inventory"": 0.0, ""horizon_days"": 12, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 3.58, ""unit_price_proxy"": 5.5, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.8, ""review_period_days"": 7}"
336,2026-08-28,710.0,3283.088882302478,0.0478,0.95,"{""demand_change_pct"": -28.2, ""starting_inventory"": 19846.1, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.56, ""unit_price_proxy"": 7.02, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.1, ""review_period_days"": 7}"
353,2026-08-28,3310.0,8365.491256506655,0.0496,0.95,"{""demand_change_pct"": -3.7, ""starting_inventory"": 19755.0, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.51, ""unit_price_proxy"": 3.86, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.4, ""review_period_days"": 7}"
357,2026-08-28,3130.0,15406.594425242802,0.0482,0.95,"{""demand_change_pct"": -30.1, ""starting_inventory"": 8229.8, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.91, ""unit_price_proxy"": 7.55, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.8, ""review_period_days"": 7}"
380,2026-08-28,50.0,377.07268088850844,0.0426,0.95,"{""demand_change_pct"": -27.6, ""starting_inventory"": 15070.0, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.3, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.75, ""unit_price_proxy"": 10.38, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.9, ""review_period_days"": 7}"
394,2026-08-28,680.0,5568.065745698209,0.046,0.95,"{""demand_change_pct"": -29.7, ""starting_inventory"": 5665.2, ""incoming_inventory"": 0.0, ""horizon_days"": 12, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.6, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 8.14, ""unit_price_proxy"": 12.52, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.4, ""review_period_days"": 7}"
423,2026-08-28,8140.0,30449.40600659084,0.049,0.95,"{""demand_change_pct"": -4.3, ""starting_inventory"": 12649.7, ""incoming_inventory"": 0.0, ""horizon_days"": 10, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 3.73, ""unit_price_proxy"": 5.74, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 3.5, ""review_period_days"": 7}"
429,2026-08-28,0.0,8.375881419635844,0.0,0.95,"{""demand_change_pct"": -27.2, ""starting_inventory"": 5552.0, ""incoming_inventory"": 0.0, ""horizon_days"": 12, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 7.99, ""unit_price_proxy"": 12.28, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.1, ""review_period_days"": 7}"
453,2026-08-28,9800.0,54225.99387892746,0.0482,0.95,"{""demand_change_pct"": -8.5, ""starting_inventory"": 8800.0, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.53, ""unit_price_proxy"": 8.5, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.9, ""review_period_days"": 7}"
458,2026-08-28,0.0,4.911101063775993,0.0,0.95,"{""demand_change_pct"": -25.9, ""starting_inventory"": 8935.0, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.97, ""unit_price_proxy"": 10.72, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.3, ""review_period_days"": 7}"
494,2026-08-28,50.0,269.88189928464647,0.0468,0.95,"{""demand_change_pct"": -9.6, ""starting_inventory"": 12842.8, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.7, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.57, ""unit_price_proxy"": 7.03, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.3, ""review_period_days"": 7}"
508,2026-08-28,1540.0,10127.853350497167,0.048,0.95,"{""demand_change_pct"": -30.2, ""starting_inventory"": 6060.3, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.55, ""unit_price_proxy"": 10.08, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.8, ""review_period_days"": 7}"
512,2026-08-28,5280.0,14723.752642645173,0.0494,0.95,"{""demand_change_pct"": -3.5, ""starting_inventory"": 12389.0, ""incoming_inventory"": 0.0, ""horizon_days"": 11, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.78, ""unit_price_proxy"": 4.27, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.1, ""review_period_days"": 7}"
524,2026-08-28,6030.0,36547.349383907305,0.048,0.95,"{""demand_change_pct"": -14.8, ""starting_inventory"": 5997.0, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.05, ""unit_price_proxy"": 9.31, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 9.3, ""review_period_days"": 7}"
530,2026-08-28,10620.0,44164.13677203213,0.05,0.95,"{""demand_change_pct"": -7.0, ""starting_inventory"": 6904.3, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.15, ""unit_price_proxy"": 6.39, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.3, ""review_period_days"": 7}"
537,2026-08-28,2620.0,15626.14830710414,0.0496,0.95,"{""demand_change_pct"": -29.5, ""starting_inventory"": 4038.0, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.95, ""unit_price_proxy"": 9.15, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.8, ""review_period_days"": 7}"
543,2026-08-28,690.0,5074.175900762878,0.0488,0.95,"{""demand_change_pct"": -28.2, ""starting_inventory"": 1914.7, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 7.3, ""unit_price_proxy"": 11.23, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.3, ""review_period_days"": 7}"
562,2026-08-28,25070.0,93978.74740318305,0.0488,0.95,"{""demand_change_pct"": -2.3, ""starting_inventory"": 28546.5, ""incoming_inventory"": 0.0, ""horizon_days"": 18, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 3.75, ""unit_price_proxy"": 5.76, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 10.7, ""review_period_days"": 7}"
567,2026-08-28,0.0,4.323998306739683,0.0,0.95,"{""demand_change_pct"": -28.8, ""starting_inventory"": 8048.0, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.0, ""unit_price_proxy"": 7.69, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.9, ""review_period_days"": 7}"
583,2026-08-28,870.0,5410.498410761455,0.0456,0.95,"{""demand_change_pct"": -31.1, ""starting_inventory"": 4299.7, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.6, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.17, ""unit_price_proxy"": 9.49, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.1, ""review_period_days"": 7}"
640,2026-08-28,0.0,3.654089027762722,0.0,0.95,"{""demand_change_pct"": -31.6, ""starting_inventory"": 7677.2, ""incoming_inventory"": 0.0, ""horizon_days"": 11, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 8.45, ""unit_price_proxy"": 13.0, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.3, ""review_period_days"": 7}"
663,2026-08-28,4640.0,21830.643090821763,0.0476,0.95,"{""demand_change_pct"": -25.0, ""starting_inventory"": 5351.9, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.69, ""unit_price_proxy"": 7.22, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.2, ""review_period_days"": 7}"
671,2026-08-28,3320.0,21456.415753131823,0.046,0.95,"{""demand_change_pct"": -29.1, ""starting_inventory"": 4365.8, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.6, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.45, ""unit_price_proxy"": 9.92, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.1, ""review_period_days"": 7}"
676,2026-08-28,25360.0,74183.11140914027,0.0494,0.95,"{""demand_change_pct"": -7.9, ""starting_inventory"": 10408.5, ""incoming_inventory"": 0.0, ""horizon_days"": 18, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.92, ""unit_price_proxy"": 4.5, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 10.5, ""review_period_days"": 7}"
682,2026-08-28,0.0,8.264114419208685,0.0,0.95,"{""demand_change_pct"": -11.6, ""starting_inventory"": 24978.2, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.08, ""unit_price_proxy"": 6.28, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.6, ""review_period_days"": 7}"
732,2026-08-28,8900.0,50573.862830326754,0.0484,0.95,"{""demand_change_pct"": -5.8, ""starting_inventory"": 5086.9, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.68, ""unit_price_proxy"": 8.73, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.8, ""review_period_days"": 7}"
733,2026-08-28,0.0,5.090963628427436,0.0,0.95,"{""demand_change_pct"": -4.9, ""starting_inventory"": 40137.0, ""incoming_inventory"": 0.0, ""horizon_days"": 12, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.85, ""unit_price_proxy"": 4.39, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.5, ""review_period_days"": 7}"
735,2026-08-28,1260.0,8136.052888266288,0.0454,0.95,"{""demand_change_pct"": -31.6, ""starting_inventory"": 4111.6, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.5, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.43, ""unit_price_proxy"": 9.89, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.3, ""review_period_days"": 7}"
747,2026-08-28,1250.0,9226.30601478355,0.0474,0.95,"{""demand_change_pct"": -30.2, ""starting_inventory"": 6282.3, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.7, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 7.35, ""unit_price_proxy"": 11.3, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.5, ""review_period_days"": 7}"
763,2026-08-28,1810.0,12246.564903337825,0.0488,0.95,"{""demand_change_pct"": -27.7, ""starting_inventory"": 5246.2, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.74, ""unit_price_proxy"": 10.37, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.8, ""review_period_days"": 7}"
769,2026-08-28,34690.0,79603.29784709489,0.0488,0.95,"{""demand_change_pct"": -6.9, ""starting_inventory"": 20175.8, ""incoming_inventory"": 0.0, ""horizon_days"": 17, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.29, ""unit_price_proxy"": 3.53, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 10.3, ""review_period_days"": 7}"
813,2026-08-28,3570.0,20683.197273185626,0.049,0.95,"{""demand_change_pct"": -27.0, ""starting_inventory"": 4028.6, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.78, ""unit_price_proxy"": 8.89, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.4, ""review_period_days"": 7}"
863,2026-08-28,6330.0,34132.247871679625,0.0486,0.95,"{""demand_change_pct"": -12.0, ""starting_inventory"": 5698.7, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.38, ""unit_price_proxy"": 8.28, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.8, ""review_period_days"": 7}"
897,2026-08-28,0.0,3.448031808718278,0.0,0.95,"{""demand_change_pct"": -26.1, ""starting_inventory"": 3543.6, ""incoming_inventory"": 0.0, ""horizon_days"": 11, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.57, ""unit_price_proxy"": 10.1, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 4.0, ""review_period_days"": 7}"
